A;T;S;R;H;F;Q;P;D;L;X;W;C;V
7.5;131;0.44;5;0.045;30;6;3.32;0.9942;10.9;0.11;0.18;0.33;0.38
7.3;122;0.37;6.8;0.045;29;7;3.19;0.9925;12.6;0.20;0.39;0.38;0.42
7.3;163;0.47;5.2;0.04;45;6;3.3;0.9925;12.4;0.50;0.85;0.39;0.34
7.8;166;0.4;4.75;0.042;45;5;2.96;0.9928;11.5;0.50;0.55;0.28;0.23
9;159;0.35;5.9;0.045;52;6;2.93;0.995;10.2;0.25;0.76;0.38;0.245
6.9;176;0.27;7.7;0.032;51;5;3.22;0.9939;11.4;0.20;0.23;0.4;0.2
7.4;212;0.33;6.4;0.067;39;6;3.3;0.9958;9.6;0.50;0.92;0.42;0.19
8.2;163;0.3;8.1;0.035;60;6;3.05;0.9952;10.3;0.14;0.33;0.36;0.2
8;228;0.75;17.35;0.038;61;5;2.95;1;9.3;0.17;1.00;0.71;0.59
7.9;114;0.49;1.8;0.05;17;7;3.33;0.9948;10.7;0.50;0.86;0.45;0.14
6.8;105;0.49;1.8;0.047;34;8;3.13;0.99;12.8;0.20;0.35;0.4;0.24
9.7;142;0.62;1.5;0.049;23;5;2.98;0.9958;9.5;0.25;0.97;0.59;0.14
9.2;130;0.45;1.6;0.046;22;6;3.02;0.9948;10.4;0.13;0.88;0.68;0.15
9.4;94;0.61;1.6;0.049;14;6;3.02;0.9949;10.3;0.13;0.56;0.55;0.17
5.2;142;0.39;13.5;0.041;37;6;3.46;0.997;9.9;0.13;0.48;0.08;0.365
6.3;116;0.5;3.75;0.039;37;6;3.23;0.9927;10.7;1.00;0.07;0.22;0.23
9.6;160;0.43;1.3;0.04;16;5;2.94;0.9938;10.5;0.10;0.46;0.54;0.25
9.2;186;0.48;1.3;0.046;14;5;3.08;0.9949;9.6;0.13;0.82;0.42;0.32
6.4;169;0.46;6.2;0.04;46;6;3.15;0.9953;9.3;0.17;0.86;0.4;0.31
8.1;162;0.46;9.7;0.044;63;6;3.1;0.997;10;0.25;0.26;0.36;0.2
7.9;190;0.39;2;0.026;40;6;3.04;0.9932;11.2;0.11;0.98;0.26;0.255
7;177;0.62;1.4;0.039;21;5;3.32;0.9927;10.8;0.10;0.11;0.34;0.15
6.4;96;0.51;1.1;0.044;25;6;3.54;0.9932;10.3;0.20;0.05;0.31;0.15
6.4;234;0.42;6.6;0.038;59;5;3.03;0.9955;8.8;0.17;0.60;0.53;0.25
7.6;114;0.74;1.5;0.044;6;6;3.04;0.9914;12.8;0.20;0.63;0.42;0.19
7.3;114;0.43;4.6;0.028;17;6;3.23;0.991;13.2;0.14;0.37;0.37;0.43
5.1;152;0.56;0.9;0.037;28;6;3.54;0.992;10.1;0.13;0.57;0.3;0.31
6.2;161;0.66;1.7;0.093;40;5;3.44;0.9924;11;0.10;0.38;0.26;0.2
6.9;182;0.62;1.3;0.043;21;6;3.25;0.9927;10.8;0.11;0.21;0.35;0.16
7.7;114;0.52;2.3;0.04;28;7;3.2;0.9911;12.8;0.25;0.89;0.48;0.32
6.5;168;0.36;6.8;0.042;33;6;3.12;0.9958;9.2;0.25;0.56;0.72;0.22
6.8;167;0.44;1.5;0.047;44;6;3.12;0.9928;10.5;0.50;0.50;0.33;0.26
5.2;81;0.38;1.2;0.028;13;6;3.37;0.9902;11.7;0.11;0.41;0.33;0.37
8.4;104;0.46;2.1;0.052;20;5;2.85;0.994;9.5;0.14;0.98;0.43;0.19
8.3;108;0.45;2.2;0.05;24;5;2.85;0.994;9.5;0.11;0.77;0.41;0.21
6.8;110;0.4;8.8;0.058;24;6;3.4;0.9972;8.8;1.00;0.80;0.32;0.15
7.9;210;0.51;17;0.05;69;7;3.15;1.0004;9.3;0.14;0.39;0.64;0.16
7.8;180;0.75;1.8;0.034;62;8;3.09;0.991;12.6;0.20;0.14;0.39;0.21
9;107;0.34;1.2;0.048;26;6;3.21;0.9918;12.4;0.20;0.02;0.5;0.24
5.7;189;0.72;2.3;0.047;60;6;3.65;0.995;10.1;0.20;0.25;0.24;0.21
7.8;161;0.37;7;0.042;38;8;3.26;0.9941;11.2;0.11;0.21;0.36;0.29
6.7;251;0.52;6.4;0.048;40;5;3.29;0.9956;10;0.33;0.66;0.3;0.18
6.7;251;0.52;6.4;0.048;40;5;3.29;0.9956;10;0.20;0.02;0.3;0.18
8.4;116;0.39;12.15;0.033;37;6;2.99;0.9959;10.8;0.50;0.10;0.27;0.58
7.2;121;0.33;0.8;0.04;50;6;3.27;0.9922;10;0.33;0.32;0.32;0.16
7.6;151;0.33;2;0.029;13;5;3.04;0.9931;10.4;0.20;0.88;0.23;0.54
8.4;116;0.39;12.15;0.033;37;6;2.99;0.9959;10.8;0.25;0.61;0.27;0.58
6.6;181;0.47;12.4;0.059;52;6;3.51;0.9984;9.8;0.20;0.34;0.31;0.25
7.3;165;0.4;1.9;0.041;51;8;3.26;0.9908;12.2;0.13;0.63;0.37;0.23
7.3;113;0.48;1.1;0.043;36;8;3.39;0.991;12.7;0.25;0.47;0.37;0.39
7;163;0.35;6.2;0.039;46;7;3.21;0.9928;12.2;0.14;0.19;0.39;0.46
8.2;162;0.34;6.3;0.039;35;7;3.15;0.9936;11.9;0.13;0.39;0.4;0.35
7.8;161;0.37;7;0.042;38;8;3.26;0.9941;11.2;0.13;0.53;0.36;0.29
9.2;61;0.28;0.9;0.042;15;4;2.96;0.9924;10.4;0.17;0.26;0.39;0.35
8;122;0.67;3.9;0.034;22;7;3.29;0.9917;12.8;0.33;0.90;0.39;0.57
6.5;130;0.39;3.9;0.027;40;7;3.28;0.9906;12.7;0.17;0.35;0.33;0.37
5.7;189;0.72;2.3;0.047;60;6;3.65;0.995;10.1;0.33;0.06;0.24;0.21
6.7;251;0.52;6.4;0.048;40;5;3.29;0.9956;10;0.10;0.57;0.3;0.18
7.8;179;0.41;1.8;0.04;43;5;3.43;0.9955;9;0.14;0.63;0.3;0.13
7.6;143;0.42;1.1;0.04;38;5;2.92;0.9907;11.4;0.14;0.77;0.41;0.19
7.3;191;0.59;15.4;0.05;55;6;3.32;1;8.9;0.25;0.46;0.41;0.22
6.3;167;0.44;6.5;0.039;43;6;3.15;0.9953;9.3;0.11;0.74;0.4;0.29
6.8;103;0.46;2.4;0.048;35;8;3.28;0.9911;12;0.50;0.10;0.32;0.35
6.5;132;0.54;1.4;0.04;31;7;3.36;0.9922;10.8;0.25;0.26;0.32;0.19
6.2;158;0.37;5.7;0.044;56;6;3.52;0.9951;10.5;0.11;0.19;0.26;0.12
6;189.5;0.43;5.7;0.038;56;7;3.59;0.9948;10.6;0.33;0.81;0.28;0.13
6.4;115;0.48;1.4;0.04;42;7;3.19;0.9906;11.3;0.10;0.99;0.33;0.25
6.9;96;0.38;1.4;0.051;15;4;3.22;0.994;9.5;0.13;0.58;0.16;0.32
7.6;143;0.42;1.1;0.04;38;5;2.92;0.9907;11.4;0.11;0.91;0.41;0.19
6.7;140;0.33;1.2;0.046;35;7;3.33;0.9927;10.1;0.20;0.42;0.28;0.13
7;95;0.43;0.9;0.037;22;6;3.25;0.9914;10.9;0.25;0.99;0.41;0.14
7.6;115;0.45;3.8;0.058;19;5;3.15;0.9958;8.9;0.11;0.37;0.24;0.27
7.3;191;0.59;15.4;0.05;55;6;3.32;1;8.9;0.14;0.32;0.41;0.22
7.4;185;0.49;14.15;0.168;42;5;2.9;0.9984;9.3;1.00;0.95;0.47;0.64
7.6;116;0.4;1.9;0.052;23;6;3.25;0.9941;10.4;0.13;0.62;0.39;0.28
8.3;162;0.38;9.2;0.042;41;7;3.1;0.9944;12;0.17;0.87;0.41;0.26
10.7;181;0.68;8.2;0.044;37;6;2.87;0.998;9.5;0.14;0.99;0.56;0.22
10.7;181;0.68;8.2;0.044;37;6;2.87;0.998;9.5;0.10;0.33;0.56;0.22
6.9;121;0.38;2.7;0.032;24;7;3.14;0.9902;12.4;0.25;0.88;0.34;0.23
6.2;130;0.41;1.7;0.032;30;7;3.28;0.9911;11.2;0.13;0.90;0.32;0.3
6.9;134;0.69;1.7;0.047;6;6;3.15;0.9929;11.4;0.14;0.43;0.41;0.27
6.9;136;0.71;1.7;0.05;10;6;3.16;0.993;11.4;0.14;0.15;0.41;0.28
6.9;132;0.38;1.6;0.047;46;7;3.35;0.9918;11.1;0.20;0.75;0.3;0.28
6.9;126;0.42;0.9;0.054;5;6;3.1;0.992;10.4;0.10;0.14;0.2;0.46
6.9;152;0.35;8.5;0.044;36;7;3.38;0.9932;12;1.00;0.77;0.32;0.38
5.7;98;0.61;5.7;0.039;24;7;3.54;0.992;12.3;0.20;0.08;0.3;0.43
6.6;92;0.35;3.1;0.045;28;6;3.12;0.994;9.1;0.17;0.71;0.16;0.56
7.1;102;0.33;1.3;0.046;25;6;3.24;0.9923;10.5;0.10;0.63;0.56;0.36
6.8;133;0.7;1.6;0.047;5;6;3.23;0.993;11.4;0.50;0.58;0.4;0.23
6.2;138;0.64;1.3;0.042;26;5;3.77;0.9956;9.5;0.50;0.87;0.29;0.33
5.6;116;0.9;4.5;0.039;17;7;3.42;0.9907;13.7;0.14;0.94;0.13;0.49
6.6;85;0.51;2.8;0.034;15;6;3.28;0.99;13.4;0.33;0.82;0.33;0.42
7.3;143;0.48;1.2;0.044;12;7;3.2;0.9918;11.3;0.10;0.29;0.29;0.18
8.1;180;0.34;0.9;0.037;73;6;3.06;0.9926;10;0.25;0.86;0.4;0.19
5.9;123;0.42;7.4;0.034;33;6;3.49;0.995;10.1;0.33;0.64;0.26;0.19
6.2;81;0.42;1.4;0.029;23;6;3.26;0.99;12.2;0.14;0.76;0.47;0.16
6.6;85;0.51;2.8;0.034;15;6;3.28;0.99;13.4;0.17;0.68;0.33;0.42
5.7;101;0.42;4.6;0.042;19;6;3.31;0.9946;9.3;0.11;0.52;0.3;0.135
5.6;116;0.9;4.5;0.039;17;7;3.42;0.9907;13.7;0.20;0.12;0.13;0.49
6.9;98;0.46;1.6;0.039;27;7;3.09;0.9898;12.3;0.10;0.43;0.33;0.19
7.3;143;0.48;1.2;0.044;12;7;3.2;0.9918;11.3;0.11;0.98;0.29;0.18
7.3;200;0.46;13.1;0.05;35;7;3.04;0.9986;8.9;0.10;0.74;0.36;0.25
7.3;200;0.46;13.1;0.05;35;7;3.04;0.9986;8.9;0.25;0.46;0.36;0.25
7;83;0.46;5.7;0.035;32;6;3.19;0.9928;11.5;0.17;0.62;0.34;0.2
7.3;200;0.46;13.1;0.05;35;7;3.04;0.9986;8.9;0.17;0.26;0.36;0.25
6.3;222;0.52;12.6;0.052;57;6;3.17;0.9979;9.3;0.25;0.09;0.48;0.67
7.4;122;0.5;5.4;0.044;31;8;3.3;0.994;11.1;0.14;0.64;0.29;0.4
7.1;128;0.64;2.2;0.044;29;8;3.34;0.9937;10.9;0.17;0.76;0.31;0.26
9;73;0.38;6.6;0.043;11;5;2.9;0.9938;11.6;0.13;0.76;0.48;0.31
6.3;117;0.35;6.9;0.069;9;4;3.15;0.9942;10.2;0.10;0.64;0.24;0.39
8.2;90;0.38;6.8;0.034;12;8;3.01;0.9944;10.5;0.50;0.88;0.36;0.22
7.1;78;0.78;3.6;0.033;16;6;2.91;0.993;11.4;0.10;0.88;0.28;0.19
7.3;200;0.46;13.1;0.05;35;7;3.04;0.9986;8.9;0.50;0.14;0.36;0.25
7.9;118;0.41;1.2;0.04;29;6;3.14;0.9932;10.6;0.33;0.78;0.34;0.2
7.1;97;0.4;5.9;0.037;39;6;3.31;0.9934;11.6;0.33;0.89;0.32;0.26
7;83;0.46;5.7;0.035;32;6;3.19;0.9928;11.5;0.20;0.67;0.34;0.2
6.9;155;0.79;4.1;0.035;26;8;3.25;0.9925;12.3;0.20;0.57;0.33;0.3
8.1;124;0.41;7.1;0.042;22;6;3.14;0.9944;10.8;0.33;0.71;0.49;0.29
5.8;130;0.38;1.4;0.037;55;6;3.29;0.9909;11.3;0.50;0.60;0.3;0.17
5.9;63;0.36;0.8;0.038;22;5;3.36;0.9932;9.3;0.14;0.78;0.02;0.415
6.6;128;0.6;1.3;0.045;16;6;3.36;0.9934;10;0.14;0.25;0.26;0.23
8.6;366.5;0.63;15.55;0.057;35.5;3;3.04;1.0001;11;0.11;0.77;0.35;0.55
6.9;132;0.55;1;0.044;18;5;3.13;0.992;10.2;0.50;0.95;0.74;0.35
7.6;103;0.4;1.6;0.04;27;7;3.07;0.9916;10.8;0.17;0.63;0.74;0.14
9.2;137;0.34;11.8;0.042;29;4;3.1;0.998;10.1;1.00;0.11;0.49;0.28
6.2;90;0.37;4.5;0.047;17;6;3.27;0.9919;11.6;0.33;0.73;0.49;0.18
5.3;105;0.47;1.1;0.051;25;5;3.32;0.9925;9.1;0.10;0.99;0.24;0.165
9.8;225;0.43;10;0.056;36;4;3.06;0.9977;10;0.20;0.74;0.74;0.25
8.1;124;0.41;7.1;0.042;22;6;3.14;0.9944;10.8;0.11;0.59;0.49;0.29
6.8;128;0.35;0.9;0.052;26;6;3.25;0.991;11.4;1.00;0.66;0.49;0.22
7.2;140;0.34;1;0.045;34;6;3.05;0.99;12.7;0.13;0.64;0.49;0.22
7.4;156;0.55;1.1;0.042;35;5;3.13;0.9917;11.3;1.00;0.18;0.49;0.25
8.2;81;0.68;1.1;0.033;28;7;3;0.9923;10.4;0.25;0.31;0.49;0.18
6.1;87;0.46;1.5;0.051;18;5;3.3;0.9928;9.6;0.17;0.81;0.49;0.22
7;119;0.31;1;0.048;8;4;3;0.9923;10.1;1.00;0.85;0.24;0.39
6.1;87;0.46;1.5;0.051;18;5;3.3;0.9928;9.6;0.33;0.08;0.49;0.22
6.5;94;0.49;2.9;0.03;16;7;3.1;0.9902;12.1;0.33;0.35;0.49;0.36
7.1;99;0.33;1.2;0.031;32;6;3.07;0.9893;12.2;0.25;0.69;0.49;0.29
7.4;156;0.55;1.1;0.042;35;5;3.13;0.9917;11.3;0.11;0.65;0.49;0.25
6.9;94;0.5;14.2;0.053;19;5;3.17;0.9982;9.6;0.17;0.80;0.24;0.23
8.5;243;0.7;17.85;0.051;51;5;2.99;1.0005;9.2;0.10;0.06;0.74;0.56
8.2;81;0.68;1.1;0.033;28;7;3;0.9923;10.4;0.13;0.96;0.49;0.18
6.3;210;0.34;7.1;0.05;67;5;3.23;0.9951;9.5;0.10;0.16;0.49;0.23
6.1;226;0.47;7.6;0.052;67;5;3.16;0.9956;8.9;0.33;0.51;0.49;0.25
7.2;162;0.44;13.6;0.05;56;5;3.03;0.998;8.8;0.10;0.37;0.74;0.26
7.2;117;0.35;1.4;0.057;17;5;3.16;0.9928;10.5;0.50;0.07;0.24;0.31
8;117;0.34;1.2;0.061;27;5;3.08;0.9938;9.4;0.11;0.66;0.49;0.25
7;125;0.4;5.3;0.04;34;6;3.24;0.9914;12.2;0.17;0.21;0.49;0.18
7.8;158;0.35;13;0.033;37;6;3.14;0.9955;11.3;0.13;0.35;0.49;0.43
8.3;130;0.42;4.45;0.044;33;6;3.25;0.9924;12.2;0.50;0.99;0.74;0.2
6.3;92;0.42;1.2;0.063;35;6;3.38;0.9911;12.2;0.10;0.38;0.49;0.27
7.4;150;0.47;1.2;0.055;18;6;3.23;0.9917;11.2;0.25;0.68;0.49;0.16
7.4;150;0.47;1.2;0.055;18;6;3.23;0.9917;11.2;0.17;0.90;0.49;0.16
6.9;172;0.27;6.6;0.036;49;6;3.2;0.9932;11.5;0.25;0.83;0.49;0.19
7.8;158;0.35;13;0.033;37;6;3.14;0.9955;11.3;0.14;0.14;0.49;0.43
7.2;138;0.42;1.1;0.048;11;5;3.01;0.9929;9.3;0.14;0.32;0.49;0.4
7.8;158;0.35;13;0.033;37;6;3.14;0.9955;11.3;0.10;0.89;0.49;0.43
7.6;156;0.38;14;0.034;37;7;3.14;0.9958;11.8;0.33;0.17;0.49;0.52
8.3;231;0.54;19.8;0.054;50;5;2.99;1.0012;9.2;0.13;0.59;0.49;0.21
6.9;150;0.81;11.2;0.069;44;5;3;0.9968;9.2;0.10;0.90;0.74;0.34
6.3;92;0.42;1.2;0.063;35;6;3.38;0.9911;12.2;0.33;0.98;0.49;0.27
8.3;130;0.42;4.45;0.044;33;6;3.25;0.9924;12.2;0.17;0.69;0.74;0.2
7.1;144;0.41;2.7;0.044;42;6;3.31;0.991;12.2;0.20;0.77;0.74;0.22
7.9;133;0.42;4.5;0.048;27;6;3.24;0.9946;10.6;0.11;0.56;0.49;0.11
8.5;128;0.4;3.6;0.05;29;6;3.28;0.9928;12.4;0.25;0.94;0.74;0.17
6.4;164;0.44;5.4;0.048;54;6;3.56;0.9946;10.8;0.14;0.95;0.49;0.145
7.4;150;0.47;1.2;0.055;18;6;3.23;0.9917;11.2;0.13;0.73;0.49;0.16
8.3;137;0.46;1.2;0.051;11;6;3.06;0.9918;11;0.33;0.70;0.49;0.19
8;151;0.27;9.1;0.031;46;8;3.16;0.9926;12.7;0.17;0.22;0.49;0.44
7;163;0.53;0.8;0.044;19;5;3.46;0.9931;10.2;0.20;0.33;0.74;0.2
6.9;172;0.27;6.6;0.036;49;6;3.2;0.9932;11.5;0.20;0.85;0.49;0.19
7.1;96;0.39;3;0.03;30;7;3.13;0.9903;12.3;0.50;0.49;0.49;0.25
6.5;60;0.39;1.6;0.046;15;5;3.19;0.9928;9.8;0.20;0.66;0.24;0.24
7.2;138;0.42;1.1;0.048;11;5;3.01;0.9929;9.3;0.33;0.85;0.49;0.4
7.6;156;0.38;14;0.034;37;7;3.14;0.9958;11.8;0.33;0.30;0.49;0.52
7.8;158;0.35;13;0.033;37;6;3.14;0.9955;11.3;0.11;0.99;0.49;0.43
7.8;48;0.28;1.35;0.052;6;5;3.15;0.9911;11.4;0.25;0.94;0.49;0.21
7;128;0.48;5.9;0.038;39;6;3.21;0.9938;10.8;0.17;0.01;0.49;0.2
6.9;85;0.48;3.6;0.057;13;4;2.99;0.9942;9.5;0.33;0.14;0.24;0.25
7.2;148;0.44;1.3;0.05;18;6;3.46;0.9945;10.2;1.00;0.30;0.49;0.08
7.1;184;0.36;8.7;0.028;40;5;3.22;0.9962;10.7;0.10;0.61;0.49;0.85
7.6;104;0.29;1.2;0.04;10;6;3.05;0.992;10.8;0.14;0.94;0.24;0.51
7.9;159;0.28;4.6;0.044;39;6;2.99;0.9927;11.5;1.00;0.72;0.24;0.22
7.7;124;0.49;2;0.056;20;6;3.32;0.9948;10.7;0.13;0.14;0.49;0.16
7.2;148;0.44;1.3;0.05;18;6;3.46;0.9945;10.2;0.13;0.16;0.49;0.08
6.6;124;0.6;1.7;0.048;26;6;3.37;0.9942;10.1;0.13;0.43;0.24;0.25
6.7;187;0.81;2.4;0.046;57;6;3.62;0.9952;10.4;0.13;0.49;0.49;0.16
6.9;85;0.48;3.6;0.057;13;4;2.99;0.9942;9.5;0.13;0.93;0.24;0.25
7.5;134;0.5;4.6;0.053;8;3;3.14;0.9958;9.1;0.11;0.81;0.24;0.32
7.4;126;0.39;1.5;0.034;20;6;2.98;0.9918;10.6;0.11;0.71;0.49;0.28
6.2;51;0.7;0.9;0.033;17;6;3.3;0.9932;9.4;1.00;0.76;0.49;0.15
6.7;169;0.45;19.4;0.054;44;6;3.51;1.0004;9.8;0.20;0.23;0.74;0.25
6.5;224;0.54;13.3;0.044;68;6;3.18;0.9972;9.5;0.11;0.15;0.74;0.26
7.9;187;0.41;17.85;0.037;52;5;2.99;0.9998;9.3;0.50;0.48;0.74;0.16
5.6;117;0.45;1.1;0.03;28;6;3.55;0.9918;10.3;0.20;0.34;0.49;0.185
7.5;97;0.62;1.3;0.031;8;5;3.06;0.9918;11.1;0.17;0.22;0.49;0.2
8;188;0.48;9.4;0.046;47;5;3.14;0.9964;10;0.17;0.33;0.49;0.3
8;180;0.38;9;0.033;39;8;3.13;0.9936;12.3;1.00;0.82;0.49;0.34
7.7;186;0.38;8.65;0.033;42;8;3.14;0.9931;12.4;0.50;0.57;0.49;0.35
7.6;197;0.38;9.6;0.03;45;7;3.13;0.9938;12.3;1.00;0.38;0.49;0.29
6.7;62;0.32;1.1;0.039;6;5;3.41;0.9934;10.4;0.33;0.61;0.24;0.62
6.8;126;0.48;1.2;0.044;35;7;3.13;0.99;12.1;0.33;0.12;0.49;0.27
7.7;86;0.42;1.8;0.041;23;6;3.16;0.9914;12.5;0.50;0.54;0.49;0.27
6.7;155;0.6;2.1;0.043;14;6;3.22;0.9904;13;0.10;0.16;0.24;0.51
7.4;132;0.32;9.3;0.03;26;7;2.99;0.994;11;0.33;0.62;0.49;0.19
8.3;169;0.37;1.7;0.04;34;5;3.05;0.9938;10.1;0.13;0.20;0.49;0.2
6.6;121;0.36;1.2;0.034;17;5;3.13;0.9933;9.2;0.14;0.54;0.24;0.3
6.8;124;0.34;4.6;0.039;24;7;3.27;0.9909;12.6;0.50;0.74;0.24;0.36
7;126;0.38;12.8;0.045;24;8;3.26;0.9942;12.2;0.17;0.04;0.74;0.17
9.2;130;0.49;1.5;0.041;39;7;3.04;0.9945;9.8;0.11;0.30;0.49;0.18
8.1;205;0.52;8.1;0.051;51;6;3.1;0.9954;11;0.20;0.26;0.49;0.2
7.8;160;0.64;7.5;0.044;59;6;3.22;0.996;10;0.20;0.75;0.74;0.26
6.8;170;0.44;14.5;0.06;50;6;3.55;0.9991;9.8;0.50;0.97;0.49;0.21
7.9;144;0.47;1.6;0.053;15;5;3.16;0.993;10.5;1.00;0.40;0.49;0.2
8;145;0.48;1.8;0.061;10;5;3.23;0.9942;10;0.17;0.76;0.49;0.18
8.8;126;0.51;3.2;0.042;15;6;3.02;0.9934;11.2;0.25;0.50;0.74;0.23
7.3;134;0.32;9.4;0.034;29;7;2.99;0.9939;11;0.25;0.13;0.49;0.22
7.3;161;0.28;9.9;0.031;48;6;3.01;0.9937;11.2;0.50;0.93;0.49;0.22
7.4;132;0.32;9.3;0.03;26;7;2.99;0.994;11;0.50;0.97;0.49;0.19
7.3;136;0.77;1.3;0.039;34;6;3.14;0.9926;10.5;0.33;0.91;0.49;0.155
8.2;154;0.33;9.6;0.037;53;6;3.02;0.9951;10.6;1.00;0.13;0.49;0.22
8.2;163;0.33;9.3;0.038;52;6;3.02;0.9952;10.6;0.33;0.12;0.49;0.24
8.4;95;0.34;7.8;0.035;22;6;3.04;0.9935;12;0.13;0.58;0.49;0.23
8.3;169;0.37;1.7;0.04;34;5;3.05;0.9938;10.1;0.11;0.46;0.49;0.2
8.3;167;0.37;1.7;0.038;38;6;3.05;0.9939;10.1;0.25;0.46;0.49;0.2
6.6;121;0.36;1.2;0.034;17;5;3.13;0.9933;9.2;0.50;0.39;0.24;0.3
6.9;164;0.63;1.4;0.041;15;5;3.25;0.9927;11;0.13;0.78;0.49;0.21
8;185;0.49;9;0.044;31;6;3.34;0.998;10;0.20;0.77;0.49;0.25
6.6;158;0.39;18.15;0.042;41;6;3.28;0.9997;8.7;0.20;0.71;0.49;0.21
7.2;156;0.44;12.5;0.037;47;5;3.04;0.9981;8.7;0.11;0.85;0.74;0.27
14.2;156;0.54;1.1;0.037;33;6;3.15;0.992;11.1;0.11;0.55;0.49;0.27
7.9;195;0.55;7.7;0.045;48;6;3.04;0.9954;11;0.50;0.68;0.49;0.28
7.4;156;0.54;1.1;0.037;33;6;3.15;0.992;11.1;0.50;0.78;0.49;0.27
6.6;158;0.39;18.15;0.042;41;6;3.28;0.9997;8.7;0.20;0.99;0.49;0.21
7.2;156;0.44;12.5;0.037;47;5;3.04;0.9981;8.7;0.11;0.61;0.74;0.27
8.1;174;0.3;8.1;0.037;26;7;3.1;0.9943;11.2;0.17;0.90;0.49;0.3
7.5;209;0.3;7.7;0.049;61;7;3.14;0.9941;11.1;0.25;0.44;0.49;0.23
7.3;107;0.54;5;0.028;32;6;3.24;0.9936;10.8;0.25;0.49;0.49;0.26
7.1;176;0.67;15.6;0.044;44;6;3.38;0.9996;9;0.20;0.32;0.74;0.18
8.5;122;0.4;1.5;0.031;17;6;3.03;0.9932;10.3;0.20;0.58;0.49;0.15
8.9;24;0.32;1;0.028;6;5;2.91;0.9926;9.9;0.11;0.41;0.49;0.13
8.1;148;0.41;1;0.04;32;6;3.13;0.9936;10;0.14;0.08;0.49;0.28
6;106;0.42;1;0.034;26;6;3.21;0.992;9.8;0.11;0.14;0.49;0.17
7.3;107;0.54;5;0.028;32;6;3.24;0.9936;10.8;0.25;0.21;0.49;0.26
7.1;176;0.67;15.6;0.044;44;6;3.38;0.9996;9;0.17;0.52;0.74;0.18
7.1;86;0.32;0.8;0.029;29;4;3.16;0.993;9.1;0.25;0.97;0.24;0.53
7.2;104;0.57;1.3;0.037;27;6;3.23;0.9924;10.6;0.25;0.09;0.49;0.16
7.3;99;0.72;1.1;0.038;28;6;3.2;0.9928;10.6;0.33;0.92;0.49;0.14
8.9;24;0.32;1;0.028;6;5;2.91;0.9926;9.9;0.25;0.95;0.49;0.13
7.9;152;0.47;5.2;0.049;33;6;3.18;0.9952;10.6;0.33;0.85;0.49;0.12
6.7;156;0.45;4.7;0.034;35;6;3.13;0.9945;9.9;0.33;0.53;0.49;0.29
6.7;158;0.45;4.8;0.034;36;6;3.12;0.9945;9.9;0.11;0.98;0.49;0.3
7.1;102;0.59;1.8;0.025;32;6;3.34;0.9903;12.8;0.20;0.56;0.24;0.36
8.5;122;0.4;1.5;0.031;17;6;3.03;0.9932;10.3;0.10;0.94;0.49;0.15
7.9;157;0.48;5.2;0.051;36;6;3.18;0.9953;10.6;0.17;0.12;0.49;0.18
6.6;129;0.31;1.2;0.122;45;6;3.09;0.9936;8.7;0.33;0.44;0.99;0.19
7.3;152;0.44;1.8;0.038;44;7;3.32;0.9912;12.6;0.25;0.72;0.49;0.21
6.9;156;0.63;7.6;0.057;25;7;3.43;0.9962;11;0.20;0.22;0.49;0.3
7.9;164;0.6;8.2;0.056;32;7;3.29;0.9965;11.2;0.20;0.72;0.49;0.42
6.9;148;0.57;1.3;0.032;35;7;3.45;0.9932;10.7;0.50;0.52;0.49;0.24
7.6;182;0.58;10;0.036;45;6;3.08;0.9967;9.6;0.50;0.34;0.49;0.23
7.9;157;0.48;5.2;0.051;36;6;3.18;0.9953;10.6;0.14;0.09;0.49;0.18
6.2;115;0.57;6.4;0.045;12;4;3.27;0.9963;9;0.25;0.29;0.49;0.43
8.8;56;0.33;1;0.036;14;4;2.96;0.992;10.5;0.50;0.19;0.49;0.35
7.8;156;0.52;1.8;0.033;33;6;3.29;0.991;12.8;0.14;0.91;0.74;0.3
9.1;112;0.46;2;0.059;10;5;3.15;0.9958;10.1;0.50;0.13;0.49;0.28
7.1;126;0.33;1.5;0.027;26;7;3.3;0.99;12.2;0.20;0.00;0.49;0.34
7.8;156;0.52;1.8;0.033;33;6;3.29;0.991;12.8;0.10;0.61;0.74;0.3
9.1;112;0.46;2;0.059;10;5;3.15;0.9958;10.1;0.17;0.03;0.49;0.28
8.5;117;0.51;3.5;0.044;29;6;3.14;0.9938;10.1;0.50;0.58;0.49;0.19
7.6;158;0.41;18.05;0.046;36;5;3.06;0.9996;9.2;0.33;0.52;0.49;0.18
7.5;110;0.44;1.8;0.055;19;5;3.33;0.9946;9.9;0.25;0.49;0.49;0.19
7.4;188;0.58;8.2;0.055;49;6;3.52;0.9974;9.7;0.25;0.20;0.49;0.3
6.7;157;0.46;5;0.038;35;5;3.21;0.9945;9.9;0.13;0.73;0.74;0.3
6.6;159;0.45;4.6;0.041;36;5;3.21;0.9946;9.9;1.00;0.13;0.74;0.3
7.4;188;0.58;8.2;0.055;49;6;3.52;0.9974;9.7;0.10;0.42;0.49;0.3
6.9;168;0.5;7;0.063;50;6;3.54;0.9957;10.3;0.33;0.48;0.49;0.22
7.8;116;0.35;3.1;0.045;21;5;3.16;0.9931;10.3;1.00;1.00;0.49;0.26
